?subject	?label
<http://purl.obolibrary.org/obo/FOODON_03308036>	"mackerel (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03302655>	"coffee (decaffeinated, instant)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_163129>	"Arripis georgianus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03317308>	"meat salad refrigerated"@en
<http://purl.obolibrary.org/obo/FOODON_03305377>	"wheat bread crumbs (enriched)"@en
<http://purl.obolibrary.org/obo/CHEBI_81048>	"Ferrous lactate"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03317541>	"confectionary glucose-syrup based"@en
<http://purl.obolibrary.org/obo/FOODON_03315720>	"vegetable protein, hydrolyzed"@en
<http://purl.obolibrary.org/obo/RO_0009001>	"has substance added"@en
<http://purl.obolibrary.org/obo/NCBITaxon_7624>	"Echinozoa"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_00001669>	"brown trout food product"@en
<http://purl.obolibrary.org/obo/FOODON_03440014>	"fully heat-treated"@en
<http://purl.obolibrary.org/obo/FOODON_03412550>	"ancho pepper plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03412375>	"gray seatrout as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03413612>	"cape verde spiny lobster as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03510065>	"nutrition-related claim or use"@en
<http://purl.obolibrary.org/obo/FOODON_03306072>	"apple jelly (mint-flavored, with green pepper)"@en
<http://purl.obolibrary.org/obo/FOODON_03304770>	"coffee (drip-grind)"@en
<http://purl.obolibrary.org/obo/FOODON_03490152>	"paperboard container, waxed"@en
<http://purl.obolibrary.org/obo/FOODON_03413833>	"pacific anchoveta as food source"@en
<http://purl.obolibrary.org/obo/NCBITaxon_41712>	"Osteoglossiformes"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/CHEBI_47704>	"ammonium salt"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03302036>	"sugar beet (raw)"@en
<http://purl.obolibrary.org/obo/OBI_0001930>	"categorical value specification"
<http://purl.obolibrary.org/obo/FOODON_03460331>	"interior mold curing process"@en
<http://purl.obolibrary.org/obo/FOODON_03302467>	"date nut bar (food product)"@en
<http://purl.obolibrary.org/obo/FOODON_03510098>	"no color added claim or use"@en
<http://purl.obolibrary.org/obo/FOODON_03412450>	"bracken fern plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03302765>	"whipped cream cake (frozen)"@en
<http://purl.obolibrary.org/obo/FOODON_03317333>	"bacon (immersion cured)"@en
<http://purl.obolibrary.org/obo/FOODON_03301798>	"cream (medium)"@en
<http://purl.obolibrary.org/obo/FOODON_03414358>	"chinese persimmon plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_00001001>	"orange juice (liquid)"@en
<http://purl.obolibrary.org/obo/GAZ_00000564>	"Western Sahara"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/NCBITaxon_55581>	"Dioscorea trifida"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03304723>	"brown sugar syrup"@en
<http://purl.obolibrary.org/obo/FOODON_03413702>	"european flying squid as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03401136>	"10000628 - aquatic invertebrates/fish/shellfish/seafood mixes - prepared/processed (shelf stable) (gs1 gpc)"@en
<http://purl.obolibrary.org/obo/FOODON_03400891>	"50201700 - coffee/tea/substitutes (gs1 gpc)"@en
<http://purl.obolibrary.org/obo/FOODON_03317572>	"bagaceira velha"@en
<http://purl.obolibrary.org/obo/FOODON_03301793>	"blackeyed peas (raw, frozen)"@en
<http://purl.obolibrary.org/obo/FOODON_03307133>	"olive (ripe, in brine)"@en
<http://purl.obolibrary.org/obo/FOODON_03309048>	"cusk fillet (frozen)"@en
<http://purl.obolibrary.org/obo/UBERON_0018379>	"metacestode"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03317386>	"corn malt"@en
<http://purl.obolibrary.org/obo/FOODON_03310805>	"apple peel (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03304908>	"watermelon sherbet"@en
<http://purl.obolibrary.org/obo/FOODON_03411630>	"wahoo as food source"@en
<http://purl.obolibrary.org/obo/GAZ_00000463>	"Australia"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03315287>	"oil, processed"@en
<http://purl.obolibrary.org/obo/FOODON_03311465>	"protein food analog"@en
<http://purl.obolibrary.org/obo/FOODON_03400802>	"fish or related organism (eurofir)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_9935>	"Ovis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03311244>	"apple juice diluted"@en
<http://purl.obolibrary.org/obo/NCBITaxon_551290>	"Teuthida"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03412382>	"rainbow runner as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03305239>	"pineapple (sliced, canned)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_79772>	"Verbena officinalis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03520124>	"fishing areas"@en
<http://purl.obolibrary.org/obo/FOODON_03430161>	"softgel capsule"@en
<http://purl.obolibrary.org/obo/FOODON_03308122>	"clam (soft shell, in shell, raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03413818>	"pike-conger family as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03310940>	"skim milk evaporated"@en
<http://purl.obolibrary.org/obo/FOODON_03316085>	"milk (partly dehydrated, less than 28% solids)"@en
<http://purl.obolibrary.org/obo/FOODON_03306998>	"goose liver paste"@en
<http://purl.obolibrary.org/obo/FOODON_03460136>	"sugar or sugar syrup added"@en
<http://purl.obolibrary.org/obo/NCBITaxon_202634>	"Crateva religiosa"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/NCBITaxon_6741>	"Paralithodes camtschaticus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/NCBITaxon_7997>	"Ictalurus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_00001197>	"bambara groundnut food product"@en
<http://purl.obolibrary.org/obo/FOODON_03301175>	"cinnamon"@en
<http://purl.obolibrary.org/obo/CHEBI_27136>	"triol"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03307139>	"spanish olive (canned)"@en
<http://purl.obolibrary.org/obo/FOODON_00001234>	"mayonnaise food product"@en
<http://purl.obolibrary.org/obo/FOODON_03315236>	"cocoa product (standardized)"@en
<http://purl.obolibrary.org/obo/FOODON_00002233>	"sesame nut food product"@en
<http://purl.obolibrary.org/obo/NCBITaxon_51239>	"Vanilla planifolia"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03315636>	"food (unstandardized)"@en
<http://purl.obolibrary.org/obo/FOODON_03302034>	"beet juice (food product)"@en
<http://purl.obolibrary.org/obo/FOODON_03413916>	"mullet as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03412673>	"short-finned eel as food source"@en
<http://purl.obolibrary.org/obo/NCBITaxon_19953>	"Valeriana officinalis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/NCBITaxon_241364>	"Odax pullus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03302397>	"lemon-flavored beverage base (artifically sweetened, powdered)"@en
<http://purl.obolibrary.org/obo/FOODON_03400627>	"fats and oils, and fat emulsions (type water-in-oil) (ccfac)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_8100>	"Cottioidei"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03316343>	"hip-pulp (food product)"@en
<http://purl.obolibrary.org/obo/FOODON_03308791>	"sea bass fillet (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03420158>	"pod or seed"@en
<http://purl.obolibrary.org/obo/FOODON_03510028>	"pet cat as consumer"@en
<http://purl.obolibrary.org/obo/FOODON_03305482>	"candy grape sour artificially-flavored"@en
<http://purl.obolibrary.org/obo/NCBITaxon_6647>	"Octopodidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/NCBITaxon_8067>	"Opsanus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/ENVO_00003031>	"animal manure"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03413839>	"anchoveta as food source"@en
<http://purl.obolibrary.org/obo/NCBITaxon_301959>	"Mytilinae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03309492>	"pizza (sausage)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_40151>	"Monodon monoceros"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03301074>	"hen egg product (not further specified) (deprecated)"@en
<http://purl.obolibrary.org/obo/FOODON_03315365>	"food (pickled, with vinegar)"@en
<http://purl.obolibrary.org/obo/FOODON_03305798>	"ice cream mix (powdered)"@en
<http://purl.obolibrary.org/obo/FOODON_03303676>	"st. paulin cheese (food product)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_8255>	"Paralichthys olivaceus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03305722>	"brown sugar cookie"@en
<http://purl.obolibrary.org/obo/FOODON_03305008>	"salt (iodized)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_289765>	"Sclerocarya"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03400711>	"21  beer (efg)"@en
<http://purl.obolibrary.org/obo/FOODON_03301829>	"orange juice concentrate (frozen, unsweetened)"@en
<http://purl.obolibrary.org/obo/FOODON_03420302>	"peel oil"@en
<http://purl.obolibrary.org/obo/FOODON_03308072>	"cod fillet (skinless, raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03307155>	"rice (flavored with chicken extract)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_396893>	"Brachyplatystoma vaillantii"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03401139>	"10000631 - aquatic invertebrates/fish/shellfish/seafood mixes - unprepared/unprocessed (shelf stable) (gs1 gpc)"@en
<http://purl.obolibrary.org/obo/FOODON_03310964>	"beef pie, frozen"@en
<http://purl.obolibrary.org/obo/FOODON_03302377>	"balloon bread"@en
<http://purl.obolibrary.org/obo/FOODON_03307146>	"rice (enriched, parboiled)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_6544>	"Bivalvia"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03430150>	"whole, natural shape"@en
<http://purl.obolibrary.org/obo/FOODON_03411113>	"kidney bean plant as food source"@en
<http://purl.obolibrary.org/obo/CHEBI_34533>	"Amaranth"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03307034>	"potato (irish, raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03316421>	"citrus juice concentrates for further commercial processing"@en
<http://purl.obolibrary.org/obo/FOODON_03316603>	"food concentrate"@en
<http://purl.obolibrary.org/obo/FOODON_03400109>	"pasteurized process cheese spread (us cfr)"@en
<http://purl.obolibrary.org/obo/FOODON_03411255>	"clove plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03510246>	"high polyunsaturated fat"@en
<http://purl.obolibrary.org/obo/NCBITaxon_88123>	"Prunus salicina"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03310848>	"gelatin dessert mix artificially-flavored and -colored"@en
<http://purl.obolibrary.org/obo/FOODON_00002279>	"stone pine product flavoring"@en
<http://purl.obolibrary.org/obo/FOODON_03510025>	"horse as consumer"@en
<http://purl.obolibrary.org/obo/FOODON_03490367>	"polyethylene container"@en
<http://purl.obolibrary.org/obo/FOODON_03310575>	"pork (processed, spam-type)"@en
<http://purl.obolibrary.org/obo/FOODON_03315666>	"fish (prepared)"@en
<http://purl.obolibrary.org/obo/FOODON_03412300>	"conger eel family as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03411318>	"cacao plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03412778>	"eugenia capensis plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03401100>	"10000241 - pasta/noodles - ready to eat (shelf stable) (gs1 gpc)"@en
<http://purl.obolibrary.org/obo/FOODON_03304296>	"sugar (beet)"@en
<http://purl.obolibrary.org/obo/FOODON_03308276>	"kahawai (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03401045>	"10000026 - milk/milk substitutes (shelf stable) (gs1 gpc)"@en
<http://purl.obolibrary.org/obo/FOODON_03311752>	"cutthroat trout (raw)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_320565>	"Ponticola kessleri"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03302932>	"salt block for livestock"@en
<http://www.ebi.ac.uk/ancestro/ancestro_0404>	"Costa Rican"@en
<http://purl.obolibrary.org/obo/FOODON_03307000>	"imitation ice cream mix (artificially sweetened)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_155067>	"Vimba vimba"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03414033>	"four-finger threadfin as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03414544>	"baru plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03307760>	"meat sandwich (cooked, frozen)"@en
<http://purl.obolibrary.org/obo/FOODON_03310708>	"noodle (chinese, instant)"@en
<http://purl.obolibrary.org/obo/FOODON_03412858>	"gilt headed bream as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03400685>	"022  tree nuts (tn) (ccpr)"@en
<http://purl.obolibrary.org/obo/FOODON_03303613>	"chocolate chip (semisweet)"@en
<http://purl.obolibrary.org/obo/FOODON_03420113>	"milk or milk component"@en
<http://purl.obolibrary.org/obo/FOODON_03412525>	"tope shark as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03306016>	"orange nectar (food product)"@en
<http://purl.obolibrary.org/obo/FOODON_03304816>	"pimiento cheese sandwich roll"@en
<http://purl.obolibrary.org/obo/FOODON_03490419>	"boil-in bag"@en
<http://purl.obolibrary.org/obo/FOODON_03412539>	"clown fig plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03309055>	"fresh water catfish (breaded)"@en
<http://purl.obolibrary.org/obo/FOODON_03317658>	"aromatic wine"@en
<http://purl.obolibrary.org/obo/FOODON_03305210>	"rye bread (enriched)"@en
<http://purl.obolibrary.org/obo/FOODON_00001246>	"hot chocolate food product"@en
<http://purl.obolibrary.org/obo/FOODON_03400322>	"acidifier"@en
<http://purl.obolibrary.org/obo/FOODON_03400278>	"alcoholic beverage (us cfr)"@en
<http://purl.obolibrary.org/obo/UBERON_0018387>	"cestode"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03306242>	"beverage base (lemonade-flavored, dry)"@en
<http://purl.obolibrary.org/obo/FOODON_03303591>	"chocolate-coated banana (frozen)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_3934>	"Onagraceae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03414400>	"konjac as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03414339>	"kaffir lime plant as food source"@en
<http://purl.obolibrary.org/obo/NCBITaxon_30976>	"Psychrolutidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/UBERON_0003101>	"male organism"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03306697>	"beet leaf (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03412033>	"steinpilz as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03401276>	"0600 soups, sauces, and gravies (usda sr)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_65739>	"Anarhichas minor"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03315870>	"cheese (varietal, soft)"@en
<http://purl.obolibrary.org/obo/FOODON_03303560>	"cheese whey"@en
<http://purl.obolibrary.org/obo/FOODON_03308735>	"tuna salad (food product)"@en
<http://purl.obolibrary.org/obo/FOODON_03307100>	"rum pudding"@en
<http://purl.obolibrary.org/obo/NCBITaxon_319752>	"Allocyttus folletti"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03413748>	"red onion plant as food source"@en
<http://purl.obolibrary.org/obo/NCBITaxon_9838>	"Camelus dromedarius"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03411827>	"butterfish family as food source"@en
<http://purl.obolibrary.org/obo/NCBITaxon_150433>	"Panulirus penicillatus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_00001855>	"fish refined food product"@en
<http://purl.obolibrary.org/obo/FOODON_03414248>	"european beech plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03411216>	"lotus plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03305716>	"zuppa di pesce"@en
<http://purl.obolibrary.org/obo/FOODON_03316145>	"pudding (semolina)"@en
<http://purl.obolibrary.org/obo/UBERON_0019252>	"8-cell stage embryo"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03306051>	"copra"@en
<http://purl.obolibrary.org/obo/FOODON_03400243>	"soup, thin (us cfr)"@en
<http://purl.obolibrary.org/obo/FOODON_03500049>	"husk, food contact surface"@en
<http://purl.obolibrary.org/obo/FOODON_03306989>	"apricot (dehydrofrozen)"@en
<http://purl.obolibrary.org/obo/FOODON_03412549>	"anaheim pepper plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03305111>	"chewy candy"@en
<http://purl.obolibrary.org/obo/NCBITaxon_256424>	"Esox reichertii"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03412277>	"wrasse family as food source"@en
<http://purl.obolibrary.org/obo/NCBITaxon_8111>	"Perciformes"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/CHEBI_30879>	"alcohol"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03307162>	"mixed fruit preserves"@en
<http://purl.obolibrary.org/obo/FOODON_03304661>	"sauerkraut (canned)"@en
<http://purl.obolibrary.org/obo/FOODON_03304927>	"pea soup"@en
<http://purl.obolibrary.org/obo/FOODON_03317243>	"fish (gutted, fully preserved)"@en
<http://purl.obolibrary.org/obo/FOODON_03315134>	"chickpea canned cooked"@en
<http://purl.obolibrary.org/obo/FOODON_03401007>	"10000270 - vegetables - prepared/processed (frozen) (gs1 gpc)"@en
<http://purl.obolibrary.org/obo/FOODON_03411720>	"calabash gourd plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03315657>	"poultry (canned)"@en
<http://purl.obolibrary.org/obo/FOODON_03309411>	"betel nut (with anise seed, flavored, sweetened)"@en
<http://purl.obolibrary.org/obo/FOODON_03301649>	"grape jelly (artificially sweetened)"@en
<http://purl.obolibrary.org/obo/FOODON_00001585>	"almond candy food product"@en
<http://purl.obolibrary.org/obo/FOODON_03400641>	"composite foods (ccfac)"@en
